First_Name,Last_Name,Event,Year,School,Seed,Gender
Evans,Kiprono,WM 10K,SR,UTEP,30:56.1,M
Justin,Domangue,WM 10K,FR,UT-Arlington,30:57.0,M
Imran,Bell,WM 10K,JR,Rice,30:58.5,M
Mahmoud,Moussa,WM 10K,SO,Washington,31:00.3,M
Matt,Welch,WM 10K,JR,Minnesota,31:00.7,M
Isaac,Lalang,WM 10K,SR,Ark-Little Rock,31:01.0,M
Forest,Tarbath,WM 10K,SR,Gonzaga,31:02.8,M
Brice,Cowman,WM 10K,JR,South Dakota,31:02.8,M
Caleb,McClain,WM 10K,SO,San Francisco,31:03.7,M
Paden,Alexander,WM 10K,JR,Montana,31:05.1,M
Hunter,Simpson,WM 10K,FR,Gonzaga,31:06.4,M
Keegan,Symmes,WM 10K,SR,Portland,31:08.0,M
Nick,Heath,WM 10K,SO,Pepperdine,0:31:09,M
Graham,Brown,WM 10K,FR,Arkansas,31:11.0,M
 Justyn,Knight,CCM 10K,SR,Syracuse,29:00.2,M
 Matthew,Baxter,CCM 10K,JR,Northern Arizona,29:00.8,M
 Tyler,Day,CCM 10K,JR,Northern Arizona,29:04.6,M
 Gilbert,Kigen,CCM 10K,JR,Alabama,29:11.9,M
 Grant,Fisher,CCM 10K,JR,Stanford,29:12.1,M
 Dillon,Maggard,CCM 10K,SR,Utah State,29:16.2,M
 Vincent,Kiprop,CCM 10K,JR,Alabama,29:27.2,M
 Peter,Lomong,CCM 10K,JR,Northern Arizona,29:33.1,M
 Lawrence,Kipkoech,CCM 10K,JR,Campbell,29:34.5,M
 Jonathan,Green,CCM 10K,JR,Georgetown,29:38.6,M
 Emmanuel,Roudolff-Levisse,CCM 10K,SO,Portland,29:38.9,M
 Sean,Tobin,CCM 10K,SR,Ole Miss,29:39.4,M
 Jack,Bruce,CCM 10K,SR,Arkansas,29:39.5,M
 Jeff,Thies,CCM 10K,SR,Portland,29:40.7,M
 Andrew,Jordan,CCM 10K,SO,Iowa State,29:40.7,M
 Alex,Ostberg,CCM 10K,SO,Stanford,29:41.7,M
 Steven,Fahy,CCM 10K,JR,Stanford,29:42.1,M
 Mickey,Davey,CCM 10K,JR,Air Force,29:42.5,M
 Brent,Demarest,CCM 10K,JR,Virginia,29:43.6,M
 Ben,Flanagan,CCM 10K,SR,Michigan,29:44.1,M
 Edwin,Kurgat,CCM 10K,SO,Tennessee-Martin,29:44.3,M
 Nahom,Solomon,CCM 10K,SR,Georgia Tech,29:44.4,M
 Kigen,Chemadi,CCM 10K,SO,Mid. Tenn. State,29:45.4,M
 Casey,Clinger,CCM 10K,FR,BYU,29:46.4,M
 Azaria,Kirwa,CCM 10K,JR,Liberty,29:46.5,M
 Nick,Hauger,CCM 10K,JR,Portland,29:46.7,M
 Gilbert,Kirui,CCM 10K,SR,Iona,29:50.7,M
 Nadeel,Wildschutt,CCM 10K,FR,Coastal Carolina,29:52.0,M
 Amon,Kemboi,CCM 10K,FR,Campbell,29:52.1,M
 Connor,McMillan,CCM 10K,JR,BYU,29:52.3,M
 Addison,DeHaven,CCM 10K,JR,Boise State,29:53.1,M
 Cole,Rockhold,CCM 10K,JR,Colorado St.,29:54.1,M
 Eduardo,Herrera,CCM 10K,FR,Colorado,29:55.5,M
 Jacob,Choge,CCM 10K,SO,Mid. Tenn. State,29:55.6,M
 Andy,Trouard,CCM 10K,SR,Northern Arizona,29:58.1,M
 Miler,Haller,CCM 10K,SO,Boise State,29:58.3,M
 Alfred,Chelanga,CCM 10K,JR,Alabama,29:58.4,M
 Johannes,Motschmann,CCM 10K,SR,Iona,29:58.7,M
 Rory,Linkletter,CCM 10K,JR,BYU,29:59.1,M
 Geordie,Beamish,CCM 10K,SO,Northern Arizona,30:01.2,M
 Tanner,Anderson,CCM 10K,JR,Oregon,30:01.4,M
 Daniel,Carney,CCM 10K,JR,BYU,30:03.5,M
 Austen,Dalquist,CCM 10K,SR,Arkansas,30:04.8,M
 Cooper,Teare,CCM 10K,FR,Oregon,30:06.8,M
 Peter,Seufer,CCM 10K,SO,Virginia Tech,30:08.6,M
 Matt,Welch,CCM 10K,SR,Portland,30:09.7,M
 Hassan,Abdi,CCM 10K,SR,Oklahoma State,30:09.9,M
 Connor,Mora,CCM 10K,SR,Michigan,30:10.0,M
 Jonathan,Davis,CCM 10K,SO,Illinois,30:10.8,M
 Josh,Collins,CCM 10K,JR,Southern Utah,30:10.9,M
 Alex,George,CCM 10K,SR,Arkansas,30:11.2,M
 Patrick,Joseph,CCM 10K,SR,Virginia Tech,30:12.5,M
 Stanley,Langat,CCM 10K,SO,Iowa State,30:14.3,M
 Caleb,Webb,CCM 10K,SO,Portland,30:14.4,M
 Andrew,Marston,CCM 10K,SO,Villanova,30:14.7,M
 Colin,Bennie,CCM 10K,SR,Syracuse,30:15.3,M
 Ryan,Forsyth,CCM 10K,JR,Colorado,30:15.8,M
 Grant,Fischer,CCM 10K,SR,Colorado St.,30:16.2,M
 Andrew,Johnston,CCM 10K,SR,Air Force,30:18.4,M
 Luis,Grijalva,CCM 10K,FR,Northern Arizona,30:19.4,M
 Brian,Barraza,CCM 10K,SR,Houston,30:19.4,M
 Conor,Lundy,CCM 10K,SO,Princeton,30:19.7,M
 Chandler,Teigen,CCM 10K,JR,Washington St.,30:20.5,M
 Logan,Orndorf,CCM 10K,JR,Portland,30:20.9,M
 Kramer,Morton,CCM 10K,FR,BYU,30:21.7,M
 Andrew,Gardner,CCM 10K,SR,Washington,30:23.1,M
 Joe,Klecker,CCM 10K,SO,Colorado,30:24.4,M
 Dan,Curts,CCM 10K,JR,Iowa State,30:24.7,M
 Casey,Comber,CCM 10K,SO,Villanova,30:25.2,M
 Michael,Williams,CCM 10K,SR,Washington St.,30:26.4,M
 Jonathan,Harper,CCM 10K,SR,BYU,30:27.4,M
 Thomas,Madden,CCM 10K,SR,UC Davis,30:27.5,M
 Aaron,Baumgarten,CCM 10K,SR,Michigan,30:27.9,M
 Aubrey,Myjer,CCM 10K,SR,North Carolina St.,30:28.4,M
 Ian,Shanklin,CCM 10K,FR,North Carolina St.,30:28.7,M
 Matthew,Wright,CCM 10K,SR,Southern Utah,30:29.0,M
 Mike,Tate,CCM 10K,SR,Southern Utah,30:29.7,M
 Reed,Brown,CCM 10K,FR,Oregon,30:30.1,M
 Arsène,Guillorel,CCM 10K,SR,Samford,30:30.3,M
 Paul,Hogan ,CCM 10K,JR,UMass Lowell,30:30.4,M
 Austin,Tamagno,CCM 10K,SO,Oregon,30:30.5,M
 Kasey,Knevelbaard,CCM 10K,JR,Southern Utah,30:31.0,M
 Tai,Dinger,CCM 10K,JR,Stanford,30:31.1,M
 Blake,Haney,CCM 10K,JR,Oregon,30:31.7,M
 Lachlan,Cook,CCM 10K,SO,Virginia,30:32.7,M
 Cameron,Griffith,CCM 10K,JR,Arkansas,30:32.9,M
 Ben,Veatch,CCM 10K,SO,Indiana,30:33.8,M
 Robert,Brandt,CCM 10K,JR,UCLA,30:34.4,M
 Adam,Peterman,CCM 10K,SR,Colorado,30:34.7,M
 Eric,Hamer,CCM 10K,JR,Colorado St.,30:35.1,M
 Morgan,Beadlescomb,CCM 10K,SO,Michigan State,30:35.4,M
 Joe,Hardy,CCM 10K,SR,Wisconsin,30:35.5,M
 Wayde,Hall,CCM 10K,SR,Colorado St.,30:36.6,M
 Nathan,Wadhwani,CCM 10K,JR,Washington St.,30:37.5,M
 Elijah,Moskowitz,CCM 10K,JR,North Carolina St.,30:37.7,M
 Derek,Gutierrez,CCM 10K,SR,Ole Miss,30:39.9,M
 Nathan,Rodriguez,CCM 10K,JR,Iowa State,30:41.2,M
 Thomas,Pollard,CCM 10K,SO,Iowa State,30:41.4,M
 Kyle,Mattes,CCM 10K,JR,Illinois State,30:42.0,M
 Waleed,Suliman,CCM 10K,FR,Ole Miss,30:42.9,M
 Chase,Weaverling,CCM 10K,SR,Virginia,30:43.0,M
 Cory,Glines,CCM 10K,SR,Northern Arizona,30:44.6,M
 Colin,Burke,CCM 10K,SO,UCLA,30:45.0,M
 Tyson,Lambert,CCM 10K,SR,Utah Valley,30:46.6,M
 Clayton,Young,CCM 10K,JR,BYU,30:47.4,M
 Colby,Gilbert,CCM 10K,SR,Washington,30:47.8,M
 Zach,Perrin,CCM 10K,SR,Colorado,30:48.1,M
 Christian,Farris,CCM 10K,SR,Texas A&M,30:48.6,M
 Aidan,Tooker,CCM 10K,SO,Syracuse,30:49.4,M
 Jimmy,Shipley,CCM 10K,SR,Air Force,30:49.4,M
 Carson,Hume,CCM 10K,JR,Colorado St.,30:49.4,M
 Chartt,Miller,CCM 10K,SR,Iona,30:49.5,M
 Ahmed,Muhumed,CCM 10K,FR,Boise State,30:52.0,M
 George,Espino,CCM 10K,JR,Southern Utah,30:52.3,M
 Ari,Klau,CCM 10K,SO,Virginia,30:52.4,M
 Matt,Young,CCM 10K,FR,Arkansas,30:52.7,M
 Sam,Prakel,CCM 10K,SR,Oregon,30:52.8,M
 Andy,Snyder,CCM 10K,SO,Washington,30:53.9,M
 Daniel,Jaskowak,CCM 10K,SR,Virginia Tech,30:54.0,M
 Jacob,Pickle,CCM 10K,JR,Texas,30:54.5,M
 Garrett,Reynolds,CCM 10K,SO,UCLA,30:54.8,M
 John,Aho,CCM 10K,FR,Michigan,30:54.9,M
 Frank,Lara,CCM 10K,SR,Furman,30:55.0,M
 Isaac,Harding,CCM 10K,FR,Michigan,30:55.9,M
 Sampson,Laari,CCM 10K,SR,Mid. Tenn. State,30:56.2,M
 Clark,Ruiz,CCM 10K,SR,Michigan State,30:56.5,M
 Myles,Smith,CCM 10K,SR,UCLA,30:57.3,M
 Alex,Rogers,CCM 10K,JR,Texas,30:57.5,M
 Gannon,Willcutts,CCM 10K,SO,Princeton,30:57.5,M
 Max,Benoit,CCM 10K,SR,Michigan State,30:57.9,M
 Liam,Dee,CCM 10K,JR,Iona,30:58.6,M
 Michael,Hall,CCM 10K,SR,Florida State,30:58.8,M
 Nathan,Thomas,CCM 10K,JR,Air Force,30:59.3,M
 Tanner,Hinkle,CCM 10K,SR,Furman,30:59.8,M
 Andrew,Tario,CCM 10K,SR,Iona,30:59.8,M
 Jackson,Marshall,CCM 10K,JR,UCLA,31:00.5,M
 Joe,Bistritz,CCM 10K,FR,North Carolina St.,31:00.5,M
 Callum,Bolger,CCM 10K,FR,Stanford,31:00.7,M
 Billy,Bund,CCM 10K,SR,Michigan,31:02.1,M
 Garrett,Corcoran,CCM 10K,SR,California,31:02.6,M
 Aaron,Templeton,CCM 10K,JR,Furman,31:03.4,M
 Philo,Germano,CCM 10K,SR,Syracuse,31:04.0,M
 Mahmoud,Moussa,CCM 10K,JR,Washington,31:04.3,M
 Talon,Hull,CCM 10K,FR,Washington,31:05.3,M
 Alek,Parsons,CCM 10K,FR,Stanford,31:05.6,M
 Taylor,FloydMews,CCM 10K,SR,Bradley,31:06.5,M
 Milo,Greder,CCM 10K,FR,Iowa State,31:06.7,M
 Noah,Schutte,CCM 10K,JR,Portland,31:07.0,M
 James,Withers,CCM 10K,SO,Utah State,31:07.2,M
 Sylvester,Barus,CCM 10K,SR,Oklahoma State,31:07.7,M
 Daniel,Bernal,CCM 10K,FR,Furman,31:08.3,M
 Jon,Bishop,CCM 10K,SO,Texas A&M,31:09.1,M
 Aidan,Reed,CCM 10K,SO,Southern Utah,31:09.3,M
 Luis,Martinez,CCM 10K,SR,Oklahoma State,31:10.2,M
 Blair,Hurlock,CCM 10K,JR,Stanford,31:11.7,M
 Jake,Hoffert,CCM 10K,SO,Bradley,31:12.4,M
 Ehab,El-Sandali,CCM 10K,FR,Iona,31:13.0,M
 Patrick,Sheehan,CCM 10K,JR,North Carolina St.,31:13.1,M
 Colin,Abert,CCM 10K,JR,Penn State,31:13.9,M
 John,Valeri,CCM 10K,SR,Army West Point,31:14.2,M
 J.D.,Thorne,CCM 10K,SO,Utah State,31:14.2,M
 Troy,Reeder,CCM 10K,SR,Furman,31:14.3,M
 Jack,Joyce,CCM 10K,SO,Virginia Tech,31:14.8,M
 George,Gleason,CCM 10K,SO,UCLA,31:15.9,M
 Trent,Brendel,CCM 10K,SR,California,31:16.0,M
 Andrew,Ronoh,CCM 10K,JR,Arkansas,31:16.5,M
 Jake,Brophy,CCM 10K,SO,Navy,31:17.7,M
 Parker,Scott,CCM 10K,FR,Ole Miss,31:18.0,M
 Jerrell,Mock,CCM 10K,SR,Colorado St.,31:18.1,M
 Brayden,Law,CCM 10K,FR,Michigan State,31:18.1,M
 Daniel,De La Torre,CCM 10K,SR,UCLA,31:18.3,M
 Tibebu,Proctor,CCM 10K,FR,Washington,31:18.4,M
 Robert,Stone,CCM 10K,SR,Princeton,31:20.6,M
 Joe,Dragon,CCM 10K,FR,Syracuse,31:22.3,M
 Trent,Powell,CCM 10K,JR,Colorado St.,31:22.5,M
 Josh,Brickell,CCM 10K,SR,Furman,31:23.0,M
 Ethan,Gonzales,CCM 10K,JR,Colorado,31:23.3,M
 Ryan,Manahan,CCM 10K,SR,Ole Miss,31:24.2,M
 Christian,Ricketts,CCM 10K,FR,Southern Utah,31:24.7,M
 Joe,Riordan,CCM 10K,FR,Michigan State,31:25.0,M
 Amos,Cheruiyot,CCM 10K,SR,Mid. Tenn. State,31:25.7,M
 Viraj,Deokar,CCM 10K,SO,Princeton,31:26.0,M
 Kevin,Murray,CCM 10K,SO,Navy,31:26.0,M
 Garrett,O'Toole,CCM 10K,SR,Princeton,31:26.4,M
 Oliver,Hoare,CCM 10K,SO,Wisconsin,31:27.6,M
 Ben,Hill,CCM 10K,SO,Michigan,31:27.7,M
 Noah,Riley,CCM 10K,JR,Air Force,31:28.1,M
 Ben,Barrett,CCM 10K,SO,North Carolina St.,31:28.5,M
 Michael,Vennard,CCM 10K,SR,Boise State,31:29.3,M
 Vincent,Ciattei,CCM 10K,SR,Virginia Tech,31:29.5,M
 Emmanuel,Rotich,CCM 10K,JR,Tulane,31:30.5,M
 Ryan,Smeeton,CCM 10K,FR,Oklahoma State,31:31.8,M
 Patrick,Sullivan,CCM 10K,SO,Air Force,31:32.5,M
 Darren,Harman,CCM 10K,SO,Utah State,31:33.4,M
 Cory,Donley,CCM 10K,SR,Navy,31:34.0,M
 Chandler,Austin,CCM 10K,JR,Boise State,31:35.2,M
 Alex,Corbett,CCM 10K,SO,Virginia,31:35.7,M
 Dominic,Hockenbury,CCM 10K,FR,Syracuse,31:36.3,M
 Luke,Beattie,CCM 10K,SO,Utah State,31:36.4,M
 Christian,Martin,CCM 10K,SR,Colorado,31:38.0,M
 Matthew,Watkins,CCM 10K,FR,Washington St.,31:38.3,M
 Diego,Zarate,CCM 10K,JR,Virginia Tech,31:38.5,M
 Connor,O'Neill,CCM 10K,FR,Texas,31:40.6,M
 Christian,Liddell,CCM 10K,JR,Oklahoma State,31:41.3,M
 Brandon,Harvey,CCM 10K,JR,Ole Miss,31:41.6,M
 Justin,Janke,CCM 10K,SO,Washington St.,31:43.0,M
 Neil,Gourley,CCM 10K,SR,Virginia Tech,31:43.5,M
 Mason,Coppi,CCM 10K,SO,Furman,31:44.5,M
 Adam,Hendrickson,CCM 10K,SO,Utah State,31:44.9,M
 Jack,O'Leary,CCM 10K,FR,Iona,31:48.1,M
 Swarnjit,Boyal,CCM 10K,SR,Cal Poly,31:48.7,M
 Jesse,Hersha,CCM 10K,SO,Michigan State,31:49.8,M
 John,Rice,CCM 10K,SO,Texas,31:50.2,M
 John,Nownes,CCM 10K,JR,Iowa State,31:51.5,M
 Bryce,Miller,CCM 10K,SR,UMKC,31:52.9,M
 Dominic,DeLuca,CCM 10K,SR,Cornell,31:56.4,M
 Yusuke,Uchikoshi,CCM 10K,JR,Boise State,31:57.7,M
 Matthew,Fayers,CCM 10K,SR,Oklahoma State,31:59.0,M
 Timothy,McGowan,CCM 10K,SR,Penn State,31:59.7,M
 Henry,Pearce,CCM 10K,SR,Tulsa,32:00.0,M
 Nolan,Hesse,CCM 10K,SR,Ole Miss,32:00.8,M
 Paul,Luevano,CCM 10K,SO,Boston U.,32:01.8,M
 Garrett,Bull,CCM 10K,SR,Alabama,32:03.2,M
 Josh,Kerr,CCM 10K,SO,New Mexico,32:04.7,M
 Ethan,Moehn,CCM 10K,JR,Arkansas,32:05.4,M
 Noah,Kauppila,CCM 10K,SR,Princeton,32:05.8,M
 Andrew,Bull,CCM 10K,SR,Alabama,32:06.3,M
 Eric,Kroon,CCM 10K,JR,Texas,32:06.8,M
 Noah,Gade,CCM 10K,SR,Oklahoma State,32:09.6,M
 Kenneth,Hagen,CCM 10K,JR,Virginia,32:09.8,M
 Gabriel,Collison,CCM 10K,SR,Navy,32:13.2,M
 Paul,Ryan,CCM 10K,SO,Washington St.,32:14.1,M
 Patrick,Reilly,CCM 10K,SR,Lehigh,32:20.0,M
 Iliass,Aouani,CCM 10K,JR,Syracuse,32:21.3,M
 Josh,Hanna,CCM 10K,SR,Navy,32:22.6,M
 Daniel,Sims,CCM 10K,JR,Michigan State,32:29.9,M
 Johnny,Pace,CCM 10K,SO,Virginia,32:33.8,M
 Philip,Hall,CCM 10K,JR,North Carolina St.,32:34.5,M
 Garek,Bielaczyc,CCM 10K,SO,Texas,32:34.7,M
 Evan,Prizy,CCM 10K,SR,Alabama,32:40.0,M
 Andrew,Rafla,CCM 10K,JR,Boise State,32:40.7,M
 Wolfgang,Beck,CCM 10K,SR,Princeton,32:42.2,M
 James,Brinyark,CCM 10K,SO,Alabama,32:59.6,M
 Geoffry,Cheruiyot,CCM 10K,SR,Mid. Tenn. State,33:09.2,M
 Gavin,Parpart,CCM 10K,FR,Washington,33:16.9,M
 Jacob,Shewbert,CCM 10K,SO,Navy,33:19.4,M
 Jake,Finney,CCM 10K,JR,Washington St.,33:26.2,M
 Jacob,Bilvado,CCM 10K,JR,Air Force,33:43.8,M
 Brody,Smith,CCM 10K,FR,Utah State,34:50.1,M
 Nathan,Mack,CCM 10K,SO,Mid. Tenn. State,35:14.8,M
 Hlynur,Andresson,CCM 10K,SR,Eastern Michigan,DNF,M
 Michael,Karls,CCM 10K,JR,Navy,DNF,M
 James,West,CCM 10K,JR,Oregon,DNF,M
 Charles,Mills,CCM 10K,JR,Texas,DNF,M
